DateTime,uniqueID,latitude,longitude
6/28/2023 1:00,54075,37.15422,-109.1499
6/28/2023 3:00,54075,37.15421,-109.15016
6/28/2023 5:00,54075,37.15306,-109.15016
6/28/2023 7:00,54075,37.15296,-109.15003
6/28/2023 9:00,54075,37.14982,-109.1584
6/28/2023 11:00,54075,37.14955,-109.15824
6/28/2023 13:00,54075,37.1499,-109.15804
6/28/2023 15:00,54075,37.14909,-109.15724
6/28/2023 17:00,54075,37.14979,-109.15773
6/28/2023 19:00,54075,37.14948,-109.15901
6/28/2023 21:00,54075,37.1489,-109.15782
6/28/2023 23:00,54075,37.14992,-109.15853
6/29/2023 1:00,54075,37.14935,-109.1588
6/29/2023 3:00,54075,37.14969,-109.15895
6/29/2023 5:00,54075,37.14944,-109.1587
6/29/2023 7:00,54075,37.14975,-109.15828
6/29/2023 9:00,54075,37.14833,-109.15603
6/29/2023 11:00,54075,37.14873,-109.15527
6/29/2023 13:00,54075,37.14872,-109.15542
6/29/2023 15:00,54075,37.14949,-109.15687
6/29/2023 17:00,54075,37.14956,-109.1585
6/29/2023 19:00,54075,37.14934,-109.15786
6/29/2023 21:00,54075,37.14891,-109.15836
6/29/2023 23:00,54075,37.14943,-109.15888
6/30/2023 1:00,54075,37.14931,-109.158
6/30/2023 3:00,54075,37.14962,-109.15903
6/30/2023 5:00,54075,37.14963,-109.1584
6/30/2023 7:00,54075,37.15003,-109.15762
6/30/2023 9:00,54075,37.14854,-109.15769
6/30/2023 11:00,54075,37.14793,-109.15243
6/30/2023 13:00,54075,37.14762,-109.15232
6/30/2023 15:00,54075,37.14781,-109.15287
6/30/2023 17:00,54075,37.14741,-109.15312
6/30/2023 19:00,54075,37.14775,-109.15447
6/30/2023 21:00,54075,37.14806,-109.15375
6/30/2023 23:00,54075,37.14753,-109.15323
7/1/2023 1:00,54075,37.14822,-109.15399
7/1/2023 3:00,54075,37.147,-109.15322
7/1/2023 5:00,54075,37.14772,-109.15306
7/1/2023 7:00,54075,37.14792,-109.15386
7/1/2023 9:00,54075,37.14758,-109.15306
7/1/2023 11:00,54075,37.14766,-109.15302
7/1/2023 13:00,54075,37.14776,-109.15303
7/1/2023 15:00,54075,37.14754,-109.15293
7/1/2023 17:00,54075,37.14826,-109.15287
7/1/2023 19:00,54075,37.14763,-109.15392
7/1/2023 21:00,54075,37.14767,-109.1538
7/1/2023 23:00,54075,37.14773,-109.15325
7/2/2023 1:00,54075,37.13606,-109.16465
7/2/2023 3:00,54075,37.14773,-109.15377
7/2/2023 5:00,54075,37.1476,-109.15322
